CID;TABCD;LCD;CLASS;TCD;STCD;ROADNUMBER;ROADNAME;FIRSTNAME;SECONDNAME;AREA_REF;AREA_NAME
11;25;37228;L;5;0;;Nádraní;Vaòkovo nám.;Jungmannova;33941;Tøebíè
11;25;49474;L;1;4;III/36024;;Kvìtná;Chmelík;148;Svitavy
11;25;9758;L;5;0;;Ostravská;Frıdlantská;Sviadnov;34583;Frıdek-Místek
11;25;525;L;5;0;;Letenskı tunel;Štefánikùv most;Letná;196;Praha 7
11;25;54206;L;5;0;;Brníèská;Pivovarská;Šternberská;28557;Unièov
11;25;15226;L;1;4;III/11533;;Konìprusy;Beroun;102;Beroun
11;25;44758;L;7;0;;;nákupní zóna;D0 Mladá Boleslav;197;Praha 20
11;25;48152;L;1;4;III/32552;;Hostinné;Lánov;145;Trutnov
11;25;42894;L;5;0;;Hozovo nábø.;Na Pastvisku;Pekaøská;28563;Opava
11;25;44310;L;7;0;;;II/226 Lubenec;D6 Karlovy Vary;31906;Lubenec
11;25;46193;L;1;4;III/14711;;Dolní Bukovsko;Ševìtín;113;Èeské Budìjovice
11;25;53436;L;5;0;;Rovniny;Ostravská;Vrablovec;28581;Hluèín
11;25;9031;L;5;0;;Vaníèkova;Turistická;Myslbekova;192;Praha 6
11;25;50802;L;7;0;;;I/27 Plzeò;I/13 Teplice;31985;Obrnice
11;25;379;L;1;2;I/60;;Jeseník;Paczków (PL);162;Jeseník
11;25;46281;L;1;4;III/1469;;Èeské Budìjovice;Domanín;82;Jihoèeskı kraj
11;25;1117;L;5;0;;Marešova;Údolní;erotínovo nám.;255;Brno-støed
11;25;46018;L;7;0;;;Mirotice;D4 Praha;30553;Mirotice
11;25;54226;L;5;0;;Svatoborská;Smetanova;tøída Komenského;33586;Kyjov
11;25;52194;L;5;0;;Hornická;U Topolù;Obvodová;31032;Havíøov
11;25;420;L;5;0;;Drnovská;Karlovarská;Ruzynì;31010;Hl. m. Praha
11;25;23525;L;1;3;II/425;pøivadìè Hustopeèe;Hybešova;dálnice;33444;Hustopeèe
11;25;34963;L;1;4;III/10174;;Strašín;Køenice;109;Praha-vıchod
11;25;20142;L;5;0;;Losky;Obeciny;Štefánikova;33493;Zlín
11;25;41763;L;5;0;;Dobrovolského;Masarykovo nám.;Mìšanská;33558;Hodonín
11;25;26959;L;5;0;;Volenská;Václavovická;Frıdecká;34650;Šenov
11;25;49043;L;1;4;III/4086;;Staré Hobzí;Daèice;115;Jindøichùv Hradec
11;25;41960;L;5;0;;Jubilejní park;Jarošova;K Sirotèinci;34221;Znojmo
11;25;25436;L;7;0;;;D2 Bratislava (SK);D1 Ostrava;262;Brno-jih
11;25;9651;L;5;0;;Koterovská;U Seøadištì;eleznièní;31011;Plzeò
11;25;1043;L;5;0;;Opatovská;Opatov;Háje;220;Praha 11
11;25;45387;L;7;0;;;II/478 Hrabová;D56 Frıdek-Místek;31014;Ostrava
11;25;20224;L;5;0;;K Letišti;letištì;Praská silnice;31027;Karlovy Vary
11;25;45071;L;7;0;;;II/435 Nemilany;D35 Ostrava;28507;Olomouc
11;25;44780;L;7;0;;;D11 Hradec Králové;II/330 Sadská;29604;Poøíèany
11;25;15007;L;5;0;;Podle Kaèerova;Michelská;Sliaèská;213;Praha 4
11;25;51335;L;7;0;;;Jihlava-centrum;I/38 Havlíèkùv Brod;33640;Jihlava
11;25;9224;L;1;3;II/288;;eleznı Brod;Semily;86;Libereckı kraj
11;25;15055;L;1;4;III/00220;;Hustopeèe;Velké Nìmèice;158;Bøeclav
11;25;52698;L;5;0;;kpt. Jaroše;Chomutovská;Èsl. armády;31581;Kadaò
11;25;36499;L;1;4;III/2538;;Most;Bílina;85;Ústeckı kraj
11;25;44594;L;7;0;;;II/248 Petrovice;D8 Ústí nad Labem;32032;Petrovice
11;25;15308;L;1;4;III/2722;;Pøerov nad Labem;Sadská;108;Nymburk
11;25;9796;L;5;0;;Šlechtitelù;silnice è.570;Holická;28507;Olomouc
11;25;316;L;5;0;;Svornosti;Strakonická;Zborovská;206;Praha 5
11;25;52542;L;5;0;;Nerudova;Palackého;Ervìnická;31580;Jirkov
11;25;43557;L;7;0;;;D1 Pøerov;I/35 Lipník nad Beèvou;28731;Lipník nad Beèvou
11;25;45645;L;8;0;D48;;ukov;Tošanovice;30818;Tøanovice
11;25;42478;L;1;4;III/43220;;Kromìøí;Uherské Hradištì;92;Zlínskı kraj
11;25;9898;L;5;0;;Libocká;U Hvìzdy;Evropská;192;Praha 6
11;25;47712;L;1;4;III/27252;;Chrastava;Albrechtice;139;Liberec
11;25;41532;L;5;0;;Romitálova;nám. Svobody;nám. Republiky;33175;Blansko
11;25;27246;L;5;0;;propojka Dopravní/Vejprnická;Dopravní;Vejprnická;31011;Plzeò
11;25;49926;L;1;4;III/44436;;Olomouc;Domašov nad Bystøicí;163;Olomouc
11;25;52038;L;7;0;;;MO Spoøilov;Hloubìtín;211;Praha-Štìrboholy
11;25;9119;L;1;3;II/178;;Vodokrty;Blovice;123;Plzeò-jih
11;25;44208;L;7;0;;;I/21 Františkovy Láznì;D6 Karlovy Vary;30992;Cheb
11;25;51537;L;7;0;;;I/56 Frıdek-Místek;I/11 Sport Aréna;31014;Ostrava
11;25;5155;L;5;0;;Svobody;Lukášovská;Husova;31657;Liberec
11;25;42037;L;5;0;;Jesenická;Jeseník;Píseèná;32149;Èeská Ves
11;25;15140;L;1;4;III/1992;;Nová Hospoda;Tìchlovice;126;Tachov
11;25;35733;L;5;0;;Ladova;Tovární;Belgická;31620;Jablonec nad Nisou
11;25;44832;L;7;0;;;D11 Praha;II/323 Pravy;32209;Dobøenice
11;25;51361;L;7;0;;;Postøelmov;I/44 Šumperk;29882;Postøelmov
11;25;27965;L;5;0;;Sladkovského;Nádraní;Riegrovo nám.;32194;Hradec Králové
11;25;50880;L;7;0;;;I/13 Dìèín;I/8 Cínovec;31990;Teplice
11;25;5095;L;5;0;;propojka Klatovská;Klatovská;Jiní plzeòskı pøivadìè;31011;Plzeò
11;25;50448;L;1;4;III/4276;;Tìmice;Polešovice;10;Èesko
11;25;1198;L;1;3;II/157;;Èeskı Krumlov;Èeské Budìjovice;82;Jihoèeskı kraj
11;25;35452;L;1;4;III/13112;;Vyskytná nad Jihlavou;Jihlava;151;Jihlava
11;25;15275;L;1;4;III/32319;;Osice;Libèany;141;Hradec Králové
11;25;50420;L;1;4;III/4259;;Èejkovice;Mutìnice;159;Hodonín
11;25;44232;L;7;0;;;D6 Cheb;Odrava;29771;Odrava
11;25;35313;L;5;0;;Náves Svobody;Keplerova;Sladkovského;28507;Olomouc
11;25;34843;L;5;0;;Jízdárenská;Moskevská;Krymská;31027;Karlovy Vary
11;25;51657;L;7;0;;;I/52 Mikulov;Bohunice;262;Brno-jih
11;25;20158;L;5;0;;Paøíská;Brnìnská;Dlouhá;31012;Ústí nad Labem
11;25;47374;L;1;4;III/24217;;Netøeba;Hostín u Vojkovic;106;Mìlník
11;25;45717;L;7;0;;;D55 Pøerov;exit Staré Mìsto-jih;30668;Staré Mìsto
11;25;26534;L;1;4;III/0129;;Královice;Køenice;10;Èesko
11;25;5179;L;1;4;III/01327;;Chrastava;Kateøinky;139;Liberec
11;25;53307;L;5;0;;Za Nádraím;Revoluèní;Skladištní;29602;Podìbrady
11;25;54513;L;5;0;;Jeníkovská;Drobovice;Masarykova;29237;Èáslav
11;25;24403;L;1;4;III/37445;;Adamov;Køtiny;90;Jihomoravskı kraj
11;25;38337;L;5;0;;Politickıch vìzòù;eická;Hornickıch uèòù;29798;Pøíbram
11;25;43315;L;7;0;;;I/38 Jihlava/Havlíèkùv Brod;D1 Praha;33640;Jihlava
11;25;21127;L;5;0;;Nedokonèená;Štìrboholy;Kyje;31010;Hl. m. Praha
11;25;39569;L;5;0;;Píseèná;Lidl;Kamenná;31568;Chomutov
11;25;50734;L;7;0;;;I/13 Karlovy Vary;Píseèná;31568;Chomutov
11;25;51000;L;7;0;;;II/278 Hodkovice nad Mohelkou;I/35 Turnov;31673;Hodkovice nad Mohelkou
11;25;45087;L;7;0;;;I/55 Pøerov;D35 Hradec Králové;28559;Velkı Tınec
11;25;467;L;5;0;;Povltavská;Troja;Balabenka;185;Praha 8
11;25;569;L;5;0;;Sokolova;Bohunická;Hnìvkovského;262;Brno-jih
11;25;36583;L;5;0;;Dobiášova;Køemešnická;Na Houfech;30355;Pelhøimov
11;25;51964;L;7;0;;;Ústí nad Labem;Mladá Boleslav;194;Praha 9
11;25;52824;L;5;0;;Tovární;Svat. Èecha;Na Chmelnici;34138;Uherskı Brod
11;25;24776;L;5;0;;Mácova;Pøíjezdová;Èernohorská;242;Brno-Ivanovice
11;25;15027;L;5;0;;Beranovıch;Tupolevova;Køivoklátská;187;Praha 18
11;25;5139;L;5;0;;O. Nedbala;A. Barcala;J. Boreckého;30084;Èeské Budìjovice
11;25;44602;L;7;0;;;D10 Mladá Boleslav;D0 Brno;197;Praha 20
11;25;52280;L;5;0;;Zátiší;Tìšínská;Na Stuchlíkovci;34675;Orlová
11;25;20064;L;5;0;;Cihelní;Cingrova;Mariánskohorská;31014;Ostrava
11;25;51589;L;7;0;;;I/68 Frıdek-Místek;I/11 Èeskı Tìšín;34652;Tøinec
11;25;43367;L;7;0;;;I/37 Velká Bíteš;D1 Praha;34515;Velká Bíteš
11;25;50888;L;7;0;;;Malhostice;I/63 Øehlovice;32016;Rtynì nad Bílinou
11;25;47317;L;1;4;III/00712;;Brandısek;Slanı;103;Kladno
11;25;53967;L;5;0;;Praská;Hradecká;nám. Pøemysla Otakara II.;33166;Vysoké Mıto
11;25;15222;L;1;4;III/11542;;Králùv Dvùr-Tovární;Králùv Dvùr-5. kvìtna;29157;Králùv Dvùr
11;25;47408;L;1;4;III/23920;;Hobšovice;Zlonice;103;Kladno
11;25;41278;L;5;0;;Karlovo nám.;Jihlavská brána;Smila Osovského;33941;Tøebíè
11;25;1108;L;5;0;;Libušino údolí;Libušina tøída;Antonína Procházky;257;Brno-Kohoutovice
11;25;54578;L;5;0;;Lidická;Zámecká;Osevní;32935;Litomyšl
11;25;20198;L;1;4;III/2201;;Stará Role;Otovice;128;Karlovy Vary
11;25;1078;L;5;0;;Køesomyslova;Albertov;Vršovice;213;Praha 4
11;25;27968;L;5;0;;Dvorská;Klacovská;Za Škodovkou;32194;Hradec Králové
11;25;45471;L;7;0;;;exit 361 Místecká;Pøívoz;31014;Ostrava
11;25;43601;L;7;0;;;D1 Ostrava;II/464 Butovice;30326;Bílov
11;25;5182;L;5;0;;Mlınská;Mostecká;Vysoká;31620;Jablonec nad Nisou
11;25;51180;L;7;0;;;Chlaponice;I/20 Plzeò;30533;Drhovle
11;25;53609;L;5;0;;Tylova;Michálkova;Houskova;31822;Roudnice nad Labem
11;25;15049;L;1;4;III/00221;;Bøeclav;Podivín;158;Bøeclav
11;25;39208;L;2;2;II/605;mìstskı okruh-Rokycany;;;31272;Rokycany
11;25;15192;L;1;4;III/11733;;Kamennı Újezd;Rokycany;125;Rokycany
11;25;38287;L;5;0;;Havlíèkova;28. øíjna;Velké Valy;29536;Nymburk
11;25;34928;L;5;0;;U vodárny;Korunní;Slavíkova;200;Praha 3
11;25;38177;L;5;0;;Josefodolská;Podlázky;Josefùv Dùl;29378;Mladá Boleslav
11;25;43952;L;1;4;III/11510;;Mníšek pod Brdy;Všenory;110;Praha-západ
11;25;9929;L;5;0;;Zelená;Na Šáhlavce;Terronská;192;Praha 6
11;25;9520;L;1;3;II/436;;Kojetín;Olomouc;56;Støední Morava
11;25;35816;L;1;4;III/28626;;Vrchlabí;Dolní Štìpanice;32827;Benecko
11;25;27718;L;1;4;III/25374;;Neštìmice;Arnultovice;136;Ústí nad Labem
11;25;20084;L;5;0;;Trnkovecká;Tìšínská;Pikartská;31014;Ostrava
11;25;51237;L;7;0;;;I/37 Chrudim;Staré Hradištì;31033;Pardubice
11;25;45529;L;7;0;;;Radobytce;D4 Strakonice;30553;Mirotice
11;25;38599;L;5;0;;Arch. Teplého;Denisova;Tøebického;30238;Jindøichùv Hradec
11;25;50505;L;1;4;III/50736;;Brumov Bylnice;Èervenı Kameò (SK);170;Zlín
11;25;38460;L;5;0;;U Kasáren;Nádraní;Novı Dvùr;30195;Èeskı Krumlov
11;25;36083;L;5;0;;Dubická;Mánesova;Litomìøická;31409;Èeská Lípa
11;25;49388;L;1;4;III/3773;;Tišnov;Rozseè nad Kunštátem;90;Jihomoravskı kraj
11;25;37791;L;5;0;;Spojovací;Vysoká;Bøezová;31620;Jablonec nad Nisou
11;25;48347;L;1;4;III/10176;;Pacov;Doubek;109;Praha-vıchod
11;25;53835;L;5;0;;Tøebízského;Mírové nám.;Spa Hotel Harmonie;31004;Mariánské Láznì
11;25;39598;L;5;0;;Bøezenecká;17. listopadu;Moravská;31568;Chomutov
11;25;53023;L;5;0;;Hroznìtínská;Kfely;Ostrov;31054;Ostrov
11;25;54082;L;5;0;;Èeská;Husova;Sloupská;31457;Novı Bor
11;25;26884;L;1;4;III/46612;;Zbyslavice;Velká Polom;176;Ostrava-mìsto
11;25;36887;L;1;4;III/01415;;Trutnov;Vlèice;145;Trutnov
11;25;42342;L;5;0;;nám. Republiky;Langrova;J. z Podìbrad;28779;Šumperk
11;25;27529;L;5;0;;A. Køíe;Ledenická;Drustevní;30084;Èeské Budìjovice
11;25;43810;L;7;0;;;D3 Èeské Budìjovice;II/603 Ševìtín;29432;Drahotìšice
11;25;15367;L;1;4;III/11217;;Kuòovice;vodní nádr Švihov;101;Benešov
11;25;36902;L;1;4;III/36061;;Tøebíè;Pocoucov;33941;Tøebíè
11;25;519;L;5;0;;Švehlova;Zahradní Mìsto;Hostivaø;31010;Hl. m. Praha
11;25;40012;L;5;0;;Alej Boeny Nìmcové;Jana Opletala;Pod Resslem;31964;Most
11;25;15073;L;1;4;III/15267;;Oøechov;Troubsko;157;Brno-venkov
11;25;47962;L;1;4;III/25355;;Sobìchleby;Krupka;32005;Krupka
11;25;52313;L;5;0;;Støelnièní;Èeskı Tìšín-el. stanice;Cieszyn (PL);34664;Èeskı Tìšín
11;25;27828;L;5;0;;U Remízy;V Podhájí;Masarykova;31012;Ústí nad Labem
11;25;45002;L;7;0;;;Mladeè;D35 Olomouc;28533;Mladeè
11;25;37800;L;5;0;;U Nisy;Liberecká;Budovatelù;31620;Jablonec nad Nisou
11;25;48461;L;1;4;III/11438;;Dohnalova Lhota;Neveklov;81;Støedoèeskı kraj
11;25;20033;L;5;0;;K Lesu;Pod Lipami;Blahoutova;31033;Pardubice
11;25;20056;L;5;0;;Mariánskohorská;Plzeòská;Muglinovská;31014;Ostrava
11;25;28199;L;5;0;;Krajinská;Zhoøelecká;Ruprechtická;31657;Liberec
11;25;485;L;5;0;;U zdravotního ústavu;Vršovice;Jana elivského;207;Praha 10
11;25;51661;L;7;0;;;I/23 Praha;II/602 Starı Lískovec;264;Brno-Starı Lískovec
11;25;21186;L;1;4;III/28727;;Paèeøice;Vodìrady;86;Libereckı kraj
11;25;48784;L;1;4;III/34765;;Kejlice;Krásná Hora;89;Vysoèina
11;25;354;L;1;2;I/35;;Zittau (D);ilina (SK);10;Èesko
11;25;27010;L;5;0;;28. øíjna;Kostelní;Bohumínská;31014;Ostrava
11;25;27801;L;5;0;;Zlatá stezka;Na Èihadle;Jitøní;31012;Ústí nad Labem
11;25;49870;L;1;4;III/37021;;Vajglov;Bøidlièná;34539;Bøidlièná
11;25;52757;L;5;0;;Studentská;Purgešova;Hviezdoslavova;28717;Hranice
11;25;9528;L;5;0;;alej Svobody;Fakultní nemocnice;Karlovarská;31011;Plzeò
11;25;53260;L;5;0;;Strakonická;Moravská;Nemocnièní;31559;Varnsdorf
11;25;47481;L;1;4;III/25931;;Mìlník;Dubá;106;Mìlník
11;25;43447;L;7;0;;;D1 Brno;I/50 Holubice;30675;Holubice
11;25;42623;L;5;0;;I. J. Pešiny;Støelnièní;El. Krásnohorské;34583;Frıdek-Místek
11;25;9854;L;5;0;;Neštìmická;Dráïanská;sídlištì Pod Vyhlídkou;31012;Ústí nad Labem
11;25;49523;L;1;4;III/3059;;Dolní Jelení;Velká Èermná;54;Severovıchod
11;25;45821;L;1;2;I/11;pøivadìè Oldøichovice;obchvat;Tøinec;34652;Tøinec
11;25;38742;L;5;0;;Zlatá stezka;Hradební;SNP;30602;Prachatice
11;25;21043;L;1;4;III/23760;;Tøebenice;Vlastislav;132;Litomìøice
11;25;47426;L;1;4;III/2397;;Klobuky;Vranı;103;Kladno
11;25;45024;L;7;0;;;D35 Hradec Králové;Køelov;31021;Køelov-Bøuchotín
11;25;44864;L;7;0;;;D11 Trutnov;II/324 Novı Bydov;32293;Stìery
11;25;51996;L;7;0;;;MO Spoøilov;Michle;213;Praha 4
11;25;40789;L;5;0;;Olbrachtova;Sokolovská;Pod Hrází;32885;Svitavy
11;25;1137;L;5;0;;Kounicova;centrum;Královo Pole;33294;Brno
11;25;1061;L;5;0;;Na jelenách;U Kunratického lesa;Brnìnská;220;Praha 11
11;25;9242;L;1;3;II/306;;Døeveš;Skuteè;146;Chrudim
11;25;42419;L;5;0;;Smetanova;Soudní;U Sıpek;33781;Kromìøí
11;25;1170;L;1;3;II/128;;Heidenreichstein (A);Vlašim;10;Èesko
11;25;44518;L;7;0;;;II/608 Doksany;D8 Praha;31801;Nové Dvory
11;25;27304;L;5;0;;Sokolovská;gymnázium F. Køiíka;Lidl;31011;Plzeò
11;25;9342;L;1;3;II/452;;Bílèice;Holèovice;171;Bruntál
11;25;40908;L;5;0;;Na Štìpnici;17. listopadu;U Letištì;33079;Ústí nad Orlicí
11;25;24348;L;5;0;;Ortenovo nám.;U Uranie;Komunardù;196;Praha 7
11;25;1013;L;5;0;;Na stri;Krè;Pankrác;213;Praha 4
11;25;24600;L;5;0;;Dunajská;Vltavská;Labská;264;Brno-Starı Lískovec
11;25;45957;L;1;2;I/11;pùvodní tah;Èervená Voda;Šumperk;166;Šumperk
11;25;45539;L;1;4;III/2114;;Chodová Planá;Mariánské Láznì;10;Èesko
11;25;48652;L;1;4;III/3368;;Hranice;Krasoòovice;105;Kutná Hora
11;25;23855;L;5;0;;Nádraní;28. øíjna;Hlavní nádraí;31014;Ostrava
11;25;47129;L;1;4;III/11624;;Mníšek pod Brdy;Kytín;110;Praha-západ
11;25;38326;L;1;2;I/18H;;Pøíbram;Sedlèany;31717;Dubno
11;25;36145;L;1;4;III/19363;;Domalice;Meclov;120;Domalice
11;25;20216;L;5;0;;Stará Kysibelská;Vítìzná;silnice è.6;31027;Karlovy Vary
11;25;49801;L;1;4;III/37010;;Libina;Oskava;91;Olomouckı kraj
11;25;50274;L;1;4;III/43623;;Skoky;Lipník nad Beèvou;28685;Dolní Újezd
11;25;479;L;5;0;;Husitská;Bulhar;Konìvova;31010;Hl. m. Praha
11;25;52062;L;7;0;;;nákupní zóna;Brnìnská;220;Praha 11
11;25;42907;L;5;0;;Fügnerova;Kolofíkovo nábø.;Vrchní;28563;Opava
11;25;41399;L;5;0;;Husova;1. máje;Tyršova;34360;ïár nad Sázavou
11;25;471;L;5;0;;Èeskomoravská;Èuprova;Podìbradská;194;Praha 9
11;25;43679;L;7;0;;;D1 státní hranice (PL);I/67 Bohumín;34674;Bohumín
11;25;44564;L;7;0;;;D8 Praha;II/613 Trmice;30925;Trmice
11;25;9962;L;5;0;;Gorazdova;Na Moráni;Resslova;205;Praha 2
11;25;42126;L;5;0;;itná;Foerstrova;Na Splávku;33852;Prostìjov
11;25;51391;L;7;0;;;I/35 Hranice;Velká Bystøice;28558;Velká Bystøice
11;25;45305;L;7;0;;;D55 Pøerov;I/49 Zlín;33530;Otrokovice
11;25;36622;L;1;4;III/12259;;Prachatice;Lhenice;117;Prachatice
11;25;15320;L;5;0;;Zámecká;Šestajovice;Jirny;109;Praha-vıchod
11;25;27042;L;5;0;;Švabinského;Podìbradova;Poráková;31014;Ostrava
11;25;9810;L;5;0;;tø. Karla IV.;Dukelská tø.;centrum;32194;Hradec Králové
11;25;42401;L;5;0;;Moravská;Albertova;Obvodová;33781;Kromìøí
11;25;21059;L;1;4;III/0081;;Kozomín;Úice;106;Mìlník
11;25;9097;L;1;3;II/440;;Mìsto Libavá;Rımaøov;10;Èesko
11;25;52657;L;5;0;;tøída Legií;Tøebízského;Revoluèní;29332;Kralupy nad Vltavou
11;25;1164;L;1;3;II/122;;Volary;Sedlec-Prèice;10;Èesko
11;25;43323;L;7;0;;;I/38 Jihlava;D1 Brno;33640;Jihlava
11;25;45381;L;7;0;;;D56 Frıdek-Místek;II/478 Hrabová;31014;Ostrava
11;25;24133;L;1;4;III/0443;;Zábøeh;Bludov;166;Šumperk
11;25;35667;L;1;1;D35;;Sedlice;Lipník nad Beèvou;10;Èesko
11;25;9116;L;1;3;II/175;;Blatná;Mirovice;82;Jihoèeskı kraj
11;25;43345;L;7;0;;;II/602 Velké Meziøíèí-západ;D1 Brno;34429;Lavièky
11;25;5184;L;5;0;;Mánesova;Antonína Dvoøáka;Pasecká;31620;Jablonec nad Nisou
11;25;9921;L;5;0;;Atletická;Spiritka;Vaníèkova;31010;Hl. m. Praha
11;25;421;L;5;0;;Ès. armády;Evropská;Pod Kaštany;192;Praha 6
11;25;36294;L;1;4;III/32843;;Jièín;Kacákova Lhota;142;Jièín
11;25;43363;L;7;0;;;II/390 Lhotka;D1 Brno;34485;Ruda
11;25;52905;L;5;0;;Hradiško;5. kvìtna;Dolní Paseky;30142;Ronov pod Radhoštìm
11;25;38013;L;5;0;;5. kvìtna;Josefa Èapka;M. Horákové;29045;Kladno
11;25;1185;L;1;3;II/143;;Prachatice;Èeské Budìjovice;82;Jihoèeskı kraj
11;25;15196;L;1;4;III/18024;;Šáhlavy;Losiná;122;Plzeò-mìsto
11;25;41337;L;5;0;;Kubišova;Drustevní;Hrotovická;33941;Tøebíè
11;25;54302;L;5;0;;Jungmannova;Otevøená;U Stadionu;33330;Kuøim
11;25;15353;L;1;4;III/1104;;Benešov;Kozmice;101;Benešov
11;25;5229;L;5;0;;Slavíèkova;Sokolovská;Smrèenská;33640;Jihlava
11;25;24465;L;5;0;;Provazníkova;Drobného;Tomkovo nám.;249;Brno-sever
11;25;44144;L;7;0;;;II/118 Beroun-vıchod;D5 Praha;28945;Beroun
11;25;25906;L;1;4;III/3677;;Kralice na Hané;Bedihoš;164;Prostìjov
11;25;38646;L;5;0;;Komenského;Budovcova;Tylova;30519;Písek
11;25;53845;L;5;0;;Máchova;Chebská;Anglická;31004;Mariánské Láznì
11;25;48164;L;1;4;III/3024;;Ruprechtice;Jetøichov;143;Náchod
11;25;38318;L;5;0;;E. Rošického;Ètyøi Dvory;Zavadilka;30084;Èeské Budìjovice
11;25;42605;L;5;0;;Malı Koloredov;8. pìšího pluku;Riegrova;34583;Frıdek-Místek
11;25;51645;L;7;0;;;I/52 Brno;II/152 Modøice;33344;Modøice
11;25;48924;L;1;4;III/35829;;Skuteè;Zbonov;32422;Skuteè
11;25;54739;L;1;2;I/14H;;Liberec;Jablonec nad Nisou;86;Libereckı kraj
11;25;43998;L;7;0;;;I/21 Planá;D5 Rozvadov;31356;Bor
11;25;38491;L;5;0;;Za Tavírnou;Objíïková;Romberská;30195;Èeskı Krumlov
11;25;47863;L;1;4;III/24095;;Tìchlovice;Starı Šachov;130;Dìèín
11;25;34857;L;5;0;;Dr. Davida Bechera;Krále Jiøího;Bìlehradská;31027;Karlovy Vary
11;25;52549;L;5;0;;Budovatelù;U Dubu;Obráncù míru;31580;Jirkov
11;25;40863;L;5;0;;Špindlerova;Autobusové nádraí;Letohradská;33079;Ústí nad Orlicí
11;25;26977;L;5;0;;Holvekova;Škrobálkova;Lihovarská;31014;Ostrava
11;25;39579;L;5;0;;Zahradní;Píseèná;Kamenná;31568;Chomutov
11;25;43383;L;7;0;;;II/386 Ostrovaèice;D1 Praha;33364;Ostrovaèice
11;25;20055;L;5;0;;Plzeòská;Dubina Interspar;Mariánskohorská;31014;Ostrava
11;25;503;L;5;0;;Chotkova;Hradèany;Malá Strana;199;Praha 1
11;25;45433;L;2;2;;D0 10 Zbraslav;;;233;Praha-Zbraslav
11;25;9947;L;5;0;;Lípová;Kateøinská;Jeèná;205;Praha 2
11;25;45173;L;7;0;;;Olšany u Prostìjova;D46 Prostìjov;33904;Olšany u Prostìjova
11;25;51162;L;7;0;;;I/26 Rokycany;II/180 Chrást;31236;Kyšice
11;25;44750;L;7;0;;;D11 Hradec Králové;D0 Brno;197;Praha 20
11;25;40450;L;5;0;;Hrdinù odboje;Školní nám.;Javornice;32753;Rychnov nad Knìnou
11;25;51765;L;7;0;;;I/43 Svitavy;Královo Pole;248;Brno-Královo Pole
11;25;28454;L;5;0;;Zanádraní;Novohradská;Spojnice okruhù;30084;Èeské Budìjovice
11;25;50878;L;7;0;;;I/13 Most;I/13 Dìèín;31990;Teplice
11;25;44534;L;7;0;;;I/15 Lovosice;D8 Praha;31835;Sulejovice
11;25;15346;L;1;4;III/11319;;Tøemblat;Mnichovice;109;Praha-vıchod
11;25;52306;L;5;0;;Tovární;Nová Tovární;Nádraní;34664;Èeskı Tìšín
11;25;48661;L;1;4;III/3367;;Zruè nad Sázavou;Zbraslavice;105;Kutná Hora
11;25;43776;L;7;0;;;exit 131 Úsilné;D3 Praha;29386;Úsilné
11;25;47743;L;1;4;III/27013;;Jablonné v Podještìdí;Dubnice;86;Libereckı kraj
11;25;50746;L;7;0;;;I/13 Most;II/251 Jirkov;31598;Otvice
11;25;38970;L;5;0;;Jordánská;Èsl. armády;Bezruèova;30760;Tábor
11;25;9613;L;1;4;III/25344;;Teplice;Pøítkov;135;Teplice
11;25;52300;L;5;0;;eleznièní;Tøinecká;Nová Tovární;34664;Èeskı Tìšín
11;25;53235;L;5;0;;Karlínská;Èeskoslovenské mládee;5. kvìtna;31559;Varnsdorf
11;25;9995;L;5;0;;Do Chuchle;K Lochkovu;K Homolce;219;Praha-Slivenec
11;25;53026;L;5;0;;Krušnohorská;Jáchymovská;Masarykova;31054;Ostrov
11;25;51152;L;7;0;;;Bokov;I/26 Rokycany;31011;Plzeò
11;25;37961;L;5;0;;Bezruèova;Zahoøanská;Okruní;28945;Beroun
11;25;51683;L;7;0;;;I/42 idenice;Jundrov;255;Brno-støed
11;25;43213;L;7;0;;;II/101 Øíèany;D1 Praha;34599;Modletice
11;25;54546;L;5;0;;Na Øetízku;J. E. Purkynì;Partyzánská;32935;Litomyšl
11;25;51895;L;7;0;;;Prosek;MO Troja;185;Praha 8
11;25;39673;L;5;0;;Husova;Bezruèova;Blatenská;31568;Chomutov
11;25;9943;L;5;0;;Zábìhlická;U plynárny;Práèská;31010;Hl. m. Praha
11;25;24559;L;5;0;;Návrší Svobody;ebìtínská;Šárka;257;Brno-Kohoutovice
11;25;25738;L;1;4;III/4642;;Komárov;Pøedmìstí;28563;Opava
11;25;37957;L;5;0;;Okruní;Za Mìstskou horou;Wagnerovo nám.;28945;Beroun
11;25;45141;L;7;0;;;D46 Olomouc;Vranovice-Kelèice;33934;Vranovice-Kelèice
11;25;42691;L;5;0;;Poštovní;centrum;Rudé armády;34662;Karviná
11;25;51945;L;7;0;;;Praha-Ïáblice;Praha-centrum;182;Praha-Ïáblice
11;25;9281;L;1;3;II/345;;Golèùv Jeníkov;dírec nad Doubravou;150;Havlíèkùv Brod
11;25;15087;L;1;4;III/00215;;Rosice;Øíèany;157;Brno-venkov
11;25;27157;L;5;0;;nám. Generála Píky;Francouzská;Koterovská;31011;Plzeò
11;25;25036;L;5;0;;Olomoucká;Velkı mìstskı okruh;Køenová;33294;Brno
11;25;9195;L;1;3;II/259;;Dubá;Kosmonosy;10;Èesko
11;25;24865;L;5;0;;Ke Štítu;Újezd;Køeslice;31010;Hl. m. Praha
