CID;TABCD;LCD;CLASS;TCD;STCD;ROADNUMBER;ROADNAME;FIRSTNAME;SECONDNAME;AREA_REF;AREA_NAME
11;25;45467;L;7;0;;;exit 10 Zbraslav;II/101 Štìchovice;233;Praha-Zbraslav
11;25;28334;L;5;0;;Pod Táborem;Èernokostelecká;Èeskobrodská;194;Praha 9
11;25;48067;L;1;4;III/32842;;Butoves;Úlibice;142;Jièín
11;25;9532;L;5;0;;U Trati;Borská;eleznièní;31011;Plzeò
11;25;15384;L;1;4;III/34773;;Komorovice;Bystrá;152;Pelhøimov
11;25;38649;L;5;0;;ikova tø.;Komenského;Mírové nám.;30519;Písek
11;25;27264;L;1;4;III/18062;;Kumberk;Kùští;124;Plzeò-sever
11;25;25756;L;5;0;;Krašovská;Touimská;Studentská;31011;Plzeò
11;25;9843;L;5;0;;U Trati;Panská;Malá hradební;31012;Ústí nad Labem
11;25;9268;L;1;3;II/332;;Lysá nad Labem;Krchleby;108;Nymburk
11;25;51761;L;7;0;;;I/43 Brno-centrum;Královo Pole;248;Brno-Královo Pole
11;25;15079;L;5;0;;Brnìnská;Modøice;Brno;33344;Modøice
11;25;15032;L;5;0;;K vilkám;Uhøínìves;Dubeè;31010;Hl. m. Praha
11;25;53133;L;5;0;;Chloumecká;Øípská;Vodárenská;29304;Mìlník
11;25;21141;L;1;4;III/0126a;;Kolodìje;Sibøina;29697;Sibøina
11;25;50461;L;1;4;III/4982;;Strání;Nivnice;168;Uherské Hradištì
11;25;21063;L;1;4;III/24219;;Klecany;Postøiín;81;Støedoèeskı kraj
11;25;52058;L;7;0;;;Štìrboholy;Spoøilov;203;Praha-Dolní Poèernice
11;25;42565;L;5;0;;Zahradní;Nádraní;OSRAM;34535;Bruntál
11;25;9103;L;1;3;II/161;;Weigetschlag (A);Vyšší Brod;30234;Vyšší Brod
11;25;54569;L;5;0;;Smetanovo nám.;Braunerovo nám.;Komenského nám.;32935;Litomyšl
11;25;5130;L;5;0;;Hlinská;Rudolfovská tø.;Hlinsko;30084;Èeské Budìjovice
11;25;36173;L;1;4;III/03811;;Havlíèkùv Brod;Šlapanov;150;Havlíèkùv Brod
11;25;9136;L;1;3;II/196;;Pobìovice;Meclov;120;Domalice
11;25;44194;L;7;0;;;Chrášany-sever;D0 Chomutov;201;Praha-Zlièín
11;25;45797;L;5;0;;Pod Holım vrchem;Dìèínská;Boeny Nìmcové;31409;Èeská Lípa
11;25;35164;L;5;0;;Dukelská;Brouèkova;Døevnická;33493;Zlín
11;25;44126;L;7;0;;;D5 Plzeò;Beroun-západ;29157;Králùv Dvùr
11;25;41275;L;5;0;;Jihlavská brána;V. Nezvala;Karlovo nám.;33941;Tøebíè
11;25;53385;L;5;0;;Nudvojovická;Za Viaduktem;Nudvojovice;32876;Turnov
11;25;23711;L;5;0;;Luánecká;Lidická;Drobného;255;Brno-støed
11;25;23560;L;5;0;;atecká;Èsl. armády;Èepiroská;31964;Most
11;25;42865;L;5;0;;Mírová;Olomoucká;Olbrichova;28563;Opava
11;25;43419;L;7;0;;;I/52 Brno-centrum;D1 Praha;262;Brno-jih
11;25;35138;L;5;0;;nám. T. G. Masaryka;Rùmy;Gahurova;33493;Zlín
11;25;52508;L;1;4;III/46813;;Skøeèoò;Šunychl;34674;Bohumín
11;25;48188;L;1;4;III/30316;;Hronov;Police nad Metují;143;Náchod
11;25;38907;L;5;0;;Rokycanova;Komenského;Sobìslavská;30760;Tábor
11;25;41956;L;5;0;;Jarošova;Palackého;Jubilejní park;34221;Znojmo
11;25;40147;L;5;0;;Anglická;Buzulucká;Liberecká;31990;Teplice
11;25;54310;L;5;0;;Nádraní;Tyršova;el. stanice;33330;Kuøim
11;25;52951;L;5;0;;Drakovická;Švehlova;Tøebízského;29119;Slanı
11;25;45383;L;7;0;;;II/478 Hrabová;I/56 Ostrava-centrum;31014;Ostrava
11;25;1012;L;5;0;;Michelská;Krè;Michle;213;Praha 4
11;25;54020;L;5;0;;Hybešova;Sokolská;Ludvíka Vojtìcha;33182;Boskovice
11;25;41065;L;5;0;;Waldhauserova;Jihlavská;Stráná;32056;Havlíèkùv Brod
11;25;52294;L;5;0;;Høbitovní;Slezská;Karvinská;34664;Èeskı Tìšín
11;25;24935;L;5;0;;U úlù;Horní Poèernice;Zeleneè;10;Èesko
11;25;15060;L;1;4;III/4211;;Terezín;Boleradice;158;Bøeclav
11;25;44846;L;7;0;;;D35 Pardubice;D11 Praha;32268;Praskaèka
11;25;39981;L;5;0;;K Hipodromu;Èepiroská;Hipodrom;31964;Most
11;25;9471;L;1;3;II/490;;Veselí nad Moravou;Pøerov;56;Støední Morava
11;25;51122;L;7;0;;;I/27 Plzeò;II/180 Dobøany;31149;Dobøany
11;25;51271;L;7;0;;;nákupní zóna;I/37 Hradec Králové;32194;Hradec Králové
11;25;43281;L;7;0;;;II/150 Loket;D1 Brno;28850;Loket
11;25;27294;L;5;0;;Vlastina;Lidická;alej Svobody;31011;Plzeò
11;25;45022;L;7;0;;;II/449 Unèovice;D35 Hradec Králové;28527;Litovel
11;25;40978;L;5;0;;Jahodova;Rozkošská;Havlíèkova;32056;Havlíèkùv Brod
11;25;478;L;5;0;;Konìvova;centrum;Èeskobrodská;31010;Hl. m. Praha
11;25;15268;L;1;4;III/23617;;Roztoky;Nibor;81;Støedoèeskı kraj
11;25;49227;L;1;4;III/36078;;Jaromìøice nad Rokytnou;Lesonice;153;Tøebíè
11;25;45245;L;7;0;;;D48 Frıdek-Místek;I/68 Tøinec;30819;Horní Tošanovice
11;25;45719;L;7;0;;;exit Staré Mìsto-jih;I/50 Slavkov u Brna;30668;Staré Mìsto
11;25;5172;L;5;0;;Puškinova;Minkovice;Horní Hanychov;139;Liberec
11;25;52269;L;1;4;III/4727;;Petøvald;Rychvald;173;Karviná
11;25;20220;L;5;0;;Lidická;Havlíèkova;Krokova;31027;Karlovy Vary
11;25;43449;L;7;0;;;D1 Ostrava;Rousínov;34207;Rousínov
11;25;20002;L;5;0;;Teplého;Praská;Višòovka;31033;Pardubice
11;25;321;L;1;1;D11;;Praha;Jaromìø;10;Èesko
11;25;5123;L;5;0;;Ledenická;Srubec;Dobrovodská;30084;Èeské Budìjovice
11;25;37159;L;5;0;;Vestecká;Hodkovice;Hrnèíøe;110;Praha-západ
11;25;51777;L;7;0;;;Královo Pole;I/43 Brno-centrum;248;Brno-Královo Pole
11;25;52413;L;5;0;;Palackého;Vsetínská;Nádraní;30163;Valašské Meziøíèí
11;25;49822;L;1;4;III/45722;;Tøemešná;Bohušov;171;Bruntál
11;25;43437;L;5;0;;Na Houpaèkách;Lázeòská;nábøeí 1. máje;30519;Písek
11;25;21129;L;1;4;III/3089;;Libøice;Hoøinìves;141;Hradec Králové
11;25;21011;L;1;4;III/3913;;Osová Bıtiška;Heømanov;154;ïár nad Sázavou
11;25;43425;L;7;0;;;D1 Praha;I/52 Brno-centrum;262;Brno-jih
11;25;54531;L;5;0;;Chotusická;Praská;Církvice;29237;Èáslav
11;25;38021;L;5;0;;Praská;Vodárenská;Arménská;29045;Kladno
11;25;21152;L;5;0;;U koupadel;Mariánská;Nad koupadly;31010;Hl. m. Praha
11;25;24165;L;8;0;D1;;Èestlice;Všechromy;109;Praha-vıchod
11;25;36298;L;1;4;III/32845;;Jièín;Robousy;32463;Jièín
11;25;27778;L;1;4;III/25835;;Stebno;Chvalov;30320;Stebno
11;25;51671;L;7;0;;;Bohunice;I/23 Svitavy;259;Brno-Novı Lískovec
11;25;45469;L;7;0;;;II/101 Štìchovice;exit 10 Zbraslav;233;Praha-Zbraslav
11;25;9573;L;5;0;;Rudolfovská tø.;centrum;Rudolfov;30084;Èeské Budìjovice
11;25;52632;L;5;0;;Dukelská;Jaroslava Vrchlického;Praská;31960;atec
11;25;51939;L;7;0;;;Praha-centrum;II/243 Praha-Bøezinìves;182;Praha-Ïáblice
11;25;48245;L;1;4;III/30422;;Josefov;Slavìtín nad Metují;143;Náchod
11;25;9990;L;5;0;;Edisonova;Bellova;Euklidova;223;Praha-Petrovice
11;25;26538;L;5;0;;K Radonicùm;Satalice;Radonice;31010;Hl. m. Praha
11;25;15374;L;1;4;III/11234;;Studenı;Køivsoudov;101;Benešov
11;25;41594;L;5;0;;Dvorská;Mlınská;Èeškovice;33175;Blansko
11;25;44606;L;7;0;;;D0 Brno;Ústí nad Labem;197;Praha 20
11;25;36683;L;1;4;III/22913;;Rakovník;Chrášany;112;Rakovník
11;25;50742;L;7;0;;;I/13 Karlovy Vary;II/251 Jirkov;31598;Otvice
11;25;40792;L;5;0;;Vítìzná;Olbrachtova;U Mlınského potoka;32885;Svitavy
11;25;451;L;5;0;;Mezibranská;Sokolská;Wilsonova;199;Praha 1
11;25;24046;L;1;2;I/20H;;Plzeò-Studentská;Plzeò-Jateèní;31011;Plzeò
11;25;36342;L;1;4;III/4687;;Karviná;Stonava;173;Karviná
11;25;51677;L;7;0;;;I/23 Praha;I/42 idenice;255;Brno-støed
11;25;49693;L;1;4;III/37444;;Køtiny;Blansko;155;Blansko
11;25;45527;L;7;0;;;I/4 Praha;Radobytce;30553;Mirotice
11;25;9571;L;1;4;III/5709;;Bystroèice;Køelov;163;Olomouc
11;25;44010;L;7;0;;;II/230 Ostrov;D5 Plzeò;28531;Kostelec
11;25;47251;L;1;4;III/2571;;ichov;Razice;135;Teplice
11;25;9483;L;1;3;II/523;;Jihlava;Humpolec;89;Vysoèina
11;25;27500;L;1;4;III/14539;;Èeské Budìjovice;abovøesky;113;Èeské Budìjovice
11;25;39303;L;5;0;;Smetanova;nám. Baltazara Neumanna;Kamenná;30992;Cheb
11;25;38374;L;5;0;;Seifertova;Karla Kryla;Bøeznická;29798;Pøíbram
11;25;40961;L;1;4;III/34813;;Okrouhlièka;Havlíèkùv Brod;150;Havlíèkùv Brod
11;25;21197;L;5;0;;Okruní;Sibiøská;Hlavní;30993;Aš
11;25;24994;L;5;0;;V Podbabì;Lysolajské údolí;Podbabská;31010;Hl. m. Praha
11;25;50531;L;1;4;III/4943;;Valašské Klobouky;Horní Lideè;92;Zlínskı kraj
11;25;23865;L;5;0;;Podìbradova;Forum Nová Karolina;Nákladové nádraí;31014;Ostrava
11;25;41413;L;5;0;;Smetanova;Strojírenská;Novomìstská;34360;ïár nad Sázavou
11;25;40295;L;5;0;;Barákova;kostel;Pod Koeluhy;32463;Jièín
11;25;46024;L;7;0;;;D4 Strakonice;I/19 Lety;30551;Lety
11;25;51791;L;7;0;;;Ivanovice;I/43 Brno-centrum;244;Brno-Øeèkovice a Mokrá Hora
11;25;52760;L;5;0;;Hviezdoslavova;Studentská;Máchova;28717;Hranice
11;25;9942;L;5;0;;Ke stáèírnì;Chilská;K Horkám;220;Praha 11
11;25;36121;L;1;4;III/26228;;Dìèín;Dobrná;31504;Dìèín
11;25;49503;L;1;4;III/3626;;Olešnice;Jedlová;10;Èesko
11;25;44642;L;7;0;;;II/610 Tuøice;D10 Mladá Boleslav;32298;Tuøice
11;25;34947;L;5;0;;Pod Kulturním domem;Nároní;Armády;209;Praha 13
11;25;44048;L;7;0;;;D5 Rozvadov;I/27 Klatovy;31011;Plzeò
11;25;21148;L;1;4;III/1052;;Jílové u Prahy;Kamenice;81;Støedoèeskı kraj
11;25;40372;L;5;0;;Ungrádova;Pavlišovská;Dlouhá;32583;Náchod
11;25;46985;L;1;4;III/00625;;Karlovy Vary;almanov;31062;Struná
11;25;52983;L;5;0;;Bøí Èapkù;28. øíjna;Kojetická;29345;Neratovice
11;25;20305;L;5;0;;Ambroova;Malešická;Jeseniova;200;Praha 3
11;25;26948;L;1;4;III/48411;;Frıdek-Místek;Ostrava;172;Frıdek-Místek
11;25;51020;L;7;0;;;I/35 Liberec;I/10 eleznı Brod;32876;Turnov
11;25;50359;L;1;4;III/49010;;Rymice;Døevohostice;56;Støední Morava
11;25;53035;L;1;4;III/30011;;Doubravice;Dvùr Králové nad Labem;145;Trutnov
11;25;20184;L;5;0;;W. Churchilla;Bratislavská;Masarykova;31012;Ústí nad Labem
11;25;25300;L;5;0;;Hlavní;Otice;Komárov;28563;Opava
11;25;41128;L;5;0;;Rosolova;Cholossiova;Mikuláše z Pelhø.;30355;Pelhøimov
11;25;367;L;1;2;I/48;;Hranice;Cieszyn (PL);10;Èesko
11;25;20289;L;5;0;;Mifkova;Novolišeòská;nám. Karla IV.;250;Brno-Líšeò
11;25;20138;L;5;0;;Slovenská;Štefánikova;Lesní ètvr I;33493;Zlín
11;25;9920;L;5;0;;Skokanská;Tomanova;Atletická;192;Praha 6
11;25;20280;L;5;0;;Èeòka Rùièky;Vyhlídalova;Dlouhá;263;Brno-Bohunice
11;25;5128;L;5;0;;Pekárenská;Praská tø.;U Sirkárny;30084;Èeské Budìjovice
11;25;36363;L;1;4;III/23631;;Kladno;Libušín;29045;Kladno
11;25;446;L;5;0;;Wilsonova;Muzeum;Hlávkùv most;31010;Hl. m. Praha
11;25;35641;L;5;0;;Václava Petrù;Slovanského bratrství;Praská;30355;Pelhøimov
11;25;37766;L;5;0;;Moskevská;centrum;Liberecká;31409;Èeská Lípa
11;25;15106;L;1;4;III/3836;;Slavkov u Brna;Pozoøice;90;Jihomoravskı kraj
11;25;45819;L;1;4;III/36069;;Moravské Budìjovice;Litohoø;34015;Moravské Budìjovice
11;25;52835;L;5;0;;Svat. Èecha;Brodská;Hradišská;34138;Uherskı Brod
11;25;9221;L;1;3;II/285;;Sedlec;Olešnice v Orlickıch horách;87;Královéhradeckı kraj
11;25;44320;L;7;0;;;D6 Karlovy Vary;II/237 Nové Strašecí;30018;Nové Strašecí
11;25;20100;L;5;0;;Tovární;Wittgensteinova;Lipenská;28507;Olomouc
11;25;15080;L;1;4;III/15280;;Modøice;Pøílenice;33344;Modøice
11;25;21139;L;5;0;;Slatina;Štìrboholy;Dubeè;212;Praha-Dubeè
11;25;42975;L;1;4;III/12550;;Suchdol;Kolín;81;Støedoèeskı kraj
11;25;38794;L;5;0;;Holeèkova;5. kvìtna;Na Ohradì;30671;Strakonice
11;25;49533;L;1;4;III/3162;;Velká Èermná;Kostelec nad Orlicí;144;Rychnov nad Knìnou
11;25;42833;L;5;0;;Bochenkova;Husova;Krnovská;28563;Opava
11;25;39313;L;5;0;;Vodní;U Hilarie;Havlíèkova;30992;Cheb
11;25;35753;L;1;4;III/22137;;Merklín;Boí Dar;128;Karlovy Vary
11;25;27860;L;5;0;;J. Masaryka;Novohradská;Zanádraní;30084;Èeské Budìjovice
11;25;50990;L;7;0;;;I/35 Liberec;I/65 Jablonec nad Nisou;28888;Jeømanice
11;25;48741;L;1;4;III/33838;;Ledeè nad Sázavou;Krchleby;105;Kutná Hora
11;25;43711;L;7;0;;;II/416 Bluèina;D2 Bratislava (SK);33300;Bluèina
11;25;15392;L;1;4;III/3525;;Èervenı Køí;díøec;151;Jihlava
11;25;39732;L;5;0;;Heydukova;Klostermannova;Na Ohradì;30671;Strakonice
11;25;24055;L;1;2;I/35L;pùvodní tah;itava (D);Liberec;31676;Hrádek nad Nisou
11;25;45012;L;7;0;;;D35 Olomouc;II/635 Litovel;28527;Litovel
11;25;23587;L;1;4;III/21029;;Citice;Sokolov;129;Sokolov
11;25;20267;L;5;0;;Køíkovského;Bauerova;Hlinky;255;Brno-støed
11;25;54787;L;1;3;II/374;pùvodní tah;Rájeèko;Doubravice;33249;Rájec-Jestøebí
11;25;44082;L;7;0;;;D5 Praha;I/26 Plzeò;31279;Ejpovice
11;25;36935;L;1;4;III/05734;;Jablùnka;Semetín;29965;Vsetín
11;25;9184;L;1;3;II/247;;Radovesice;Litomìøice;132;Litomìøice
11;25;50297;L;1;4;III/43415;;Prosenice (silnice è.47);Radslavice;165;Pøerov
11;25;51801;L;7;0;;;II/385 Kuøim;I/43 Brno;33305;Èeská
11;25;391;L;1;1;D0;Praskı okruh;Ruzynì;Horní Poèernice;10;Èesko
11;25;308;L;5;0;;Radlická;Jeremiášova;Kartouzská;31010;Hl. m. Praha
11;25;51168;L;7;0;;;II/605 Rokycany;D5 Praha;31279;Ejpovice
11;25;50480;L;1;4;III/4984;;Nivnice;Bystøice pod Lopeníkem;168;Uherské Hradištì
11;25;41396;L;5;0;;1. máje;Revoluèní;Husova;34360;ïár nad Sázavou
11;25;15202;L;1;4;III/2352;;Zbiroh;Svatá;10;Èesko
11;25;38871;L;5;0;;Zvolenská;Habeš;Havlíèkova;30671;Strakonice
11;25;51687;L;7;0;;;I/42 Svitavy;Kohoutovice;255;Brno-støed
11;25;25867;L;1;4;III/4762;;Horní Tošanovice;Hnojník;30819;Horní Tošanovice
11;25;51451;L;1;4;III/4666;;Hrabynì;Háj ve Slezsku;175;Opava
11;25;48642;L;1;4;III/33339;;Drahobudice;Beèváry;104;Kolín
11;25;27051;L;5;0;;Na Baranovci;Tìšínská;Keltièkova;31014;Ostrava
11;25;38006;L;5;0;;Jarosl. Kociána;nám. Sítná;Vodárenská;29045;Kladno
11;25;41083;L;5;0;;U Traplù;Havíøská;Mírová;32056;Havlíèkùv Brod
11;25;47016;L;1;4;III/2296;;ïár;Èistá;112;Rakovník
11;25;40509;L;5;0;;V Jamce;Fojtíkova;Tesco;29967;Rakovník
11;25;36768;L;1;4;III/1702;;Strakonice;Sousedovice;118;Strakonice
11;25;47967;L;1;4;III/25353;;Krupka-prùmyslová zóna;Krupka-Komenského;32005;Krupka
11;25;20283;L;5;0;;Zemanova;Èernozemní;Tilhonova;261;Brno-Slatina
11;25;21046;L;1;4;III/24616;;Roudnice nad Labem;Doksany;132;Litomìøice
11;25;24184;L;5;0;;Dornych;Komárov;centrum;255;Brno-støed
11;25;43143;L;5;0;;Sadová;Vìtrná;1. máje;34075;Uherské Hradištì
11;25;44166;L;8;0;D0;;Øepy;Jinoèany;31010;Hl. m. Praha
11;25;15255;L;1;4;III/1154;;Zadní Kopanina;Øeporyje;10;Èesko
11;25;40991;L;5;0;;Na Stráni;Ledeèská;Perknovská;32056;Havlíèkùv Brod
11;25;21055;L;1;4;III/23741;;Mšené-láznì;Martinìves;132;Litomìøice
11;25;15089;L;1;4;III/6021;;Popùvky;Masarykùv okruh;157;Brno-venkov
11;25;40683;L;5;0;;Na Valech;V Tejnecku;Václavská;32316;Chrudim
11;25;44542;L;7;0;;;I/8 Bílinka;D8 Praha;31850;Velemín
11;25;42116;L;5;0;;Drozdovice;Na Hrázi;Krasická;33852;Prostìjov
11;25;517;L;5;0;;Rumunská;Sokolská;nám. Míru;205;Praha 2
11;25;41089;L;5;0;;Ing. Kašpara;U Kasáren;Pod Letištìm;32056;Havlíèkùv Brod
11;25;53115;L;5;0;;Husova;Benátky;J. Pácla;33087;Èeská Tøebová
11;25;9919;L;5;0;;Tomanova;Bìlohorská;Skokanská;192;Praha 6
11;25;5153;L;5;0;;Slovanská;Doubská;Vesecká;31657;Liberec
11;25;53270;L;5;0;;Mírová;5. kvìtna;Jiní;31991;Bílina
11;25;15164;L;1;4;III/18034;;Dobøany;Šlovice;31149;Dobøany
11;25;23909;L;5;0;;Beladova;Mladoboleslavská;Tupolevova;31010;Hl. m. Praha
11;25;42492;L;5;0;;Erbenova;Tyršova;nábøeí 1. máje;30519;Písek
11;25;42698;L;5;0;;U Baantnice;tø. Osvobození;Na Vyhlídce;34662;Karviná
11;25;42123;L;5;0;;Foerstrova;Krasická;itná;33852;Prostìjov
11;25;52719;L;5;0;;Boeny Nìmcové;Mírové nám.;Na Pøíkopì;31581;Kadaò
11;25;53325;L;5;0;;Jabloòová;Prùbìná;U Jízdárny;29602;Podìbrady
11;25;45540;L;5;0;;Dr. Sedláka;Koldinova;plaveckı areál;31073;Klatovy
11;25;41346;L;5;0;;Václavské nám.;poliklinika;Štefánikova;33941;Tøebíè
11;25;46744;L;1;4;III/2051;;Pernarec;Všeruby;31239;Líšany
11;25;38588;L;5;0;;Rùová;nábø. Ladislava Stehny;Klášterská;30238;Jindøichùv Hradec
11;25;45419;L;7;0;;;D0 Brno;Barrandov;219;Praha-Slivenec
11;25;25135;L;5;0;;propojka Bohdalov;Bohdalov-centrum;Bohdalov-sever;34367;Bohdalov
11;25;9482;L;1;3;II/522;;Postøiín u Odoleny Vody;Chlumín u Neratovic;81;Støedoèeskı kraj
11;25;9464;L;1;3;II/482;;Novı Jièín;Kopøivnice;174;Novı Jièín
11;25;24734;L;5;0;;nám. 28. dubna;Obvodová;Knínièská;241;Brno-Bystrc
11;25;9128;L;1;3;II/188;;Horaïovice;Podhùøí;83;Plzeòskı kraj
11;25;52394;L;5;0;;Dvoøákova;Seifertova;Podkrušnohorská;31977;Litvínov
11;25;50656;L;7;0;;;Rybáøe;I/6 Ostrov;31027;Karlovy Vary
11;25;42847;L;5;0;;Strossmayerova;Ondøíèkova;Šafaøíkova;28563;Opava
11;25;34959;L;1;4;III/0067;;Pavlov;Dobrovíz;81;Støedoèeskı kraj
11;25;49664;L;1;4;III/37424;;Lhota Rapotina;Boskovice;33182;Boskovice
11;25;45413;L;7;0;;;D0 Brno;Oøech;217;Praha-Øeporyje
11;25;51052;L;7;0;;;Jablonec nad Nisou;I/14 Hrádek nad Nisou;31657;Liberec
11;25;20148;L;5;0;;K. Svìtlé;Svat. Èecha;tøída Tomáše Bati;33493;Zlín
11;25;37797;L;5;0;;Dlouhá;Praská;5. kvìtna;31620;Jablonec nad Nisou
11;25;43321;L;7;0;;;D1 Praha;I/38 Havlíèkùv Brod;33640;Jihlava
11;25;50958;L;7;0;;;I/35 Hrádek nad Nisou;I/14 Jablonec nad Nisou;31657;Liberec
11;25;9870;L;5;0;;Nádraní;Køemešnická;Pøíkopy;30355;Pelhøimov
11;25;44664;L;7;0;;;I/16 Mìlník;D10 Turnov;29471;Nepøevázka
11;25;20074;L;5;0;;1. máje;Mostárenská;Pøemyslovcù;31014;Ostrava
11;25;9588;L;1;4;III/44934;;Prostìjov;Drovice;33852;Prostìjov
11;25;15161;L;1;4;III/2032;;Valcha;Vejprnice;83;Plzeòskı kraj
11;25;47685;L;1;4;III/29011;;Ludvíkov pod Smrkem;Nové Mìsto pod Smrkem;31693;Nové Mìsto pod Smrkem
11;25;15109;L;1;4;III/4194;;Hrušky;Slavkov-jih;160;Vyškov
11;25;20032;L;5;0;;Pod Lipami;Spojilská;K Lesu;31033;Pardubice
11;25;42148;L;5;0;;Jungmannova;Bohumíra Šmerala;Plumlovská;33852;Prostìjov
11;25;40574;L;5;0;;Novodvorská;Úpské nábø.;Nové Dvory;33003;Trutnov
11;25;36015;L;1;4;III/2365;;Králùv Dvùr;Køivoklát;102;Beroun
11;25;51148;L;7;0;;;Plzeò-Borská pole;I/27 Klatovy;31011;Plzeò
11;25;51443;L;7;0;;;I/11 Opava;Hrabynì;28587;Hrabynì
11;25;48251;L;1;4;III/30821;;Nové Mìsto nad Metují;Dobruška;32624;Nové Mìsto nad Metují
11;25;40536;L;5;0;;Stará;Hradecká;Svojšova;33003;Trutnov
11;25;50954;L;7;0;;;Košická;I/35 Hrádek nad Nisou;31657;Liberec
11;25;47464;L;1;4;III/2736;;Libìchov;Støednice;106;Mìlník
11;25;51283;L;7;0;;;Hùry;I/34 Èeské Budìjovice;29412;Hùry
11;25;38952;L;5;0;;Palackého;Budìjovická;Praská;30760;Tábor
11;25;24191;L;7;0;;;D1 Praha;D0 Plzeò;34599;Modletice
11;25;39374;L;5;0;;U Hilarie;Lidl;Boeny Nìmcové;30992;Cheb
11;25;40756;L;5;0;;Malé nám.;Edvarda Beneše;T. G. Masaryka;32885;Svitavy
11;25;38818;L;5;0;;Pohranièní stráe;Volyòská;Šumavská;30671;Strakonice
11;25;44380;L;7;0;;;Øepy;D0 Plzeò;29742;Hostivice
11;25;40767;L;5;0;;Svitavská;Purkyòova;Hradec nad Svitavou;32885;Svitavy
11;25;365;L;1;2;I/46;;Olomouc;Racibórz (PL);10;Èesko
11;25;9744;L;5;0;;Hamerská;Holice;Bystrovany;28507;Olomouc
11;25;5204;L;5;0;;Habmanova;Jiráskovo nám.;Puškinova;32194;Hradec Králové
11;25;39467;L;5;0;;Krokova;Èeskolipská;17. listopadu;31504;Dìèín
11;25;51891;L;7;0;;;MO Troja;Prosek;185;Praha 8
11;25;36716;L;1;4;III/2829;;Semily;Lestkov;140;Semily
11;25;42025;L;5;0;;Palackého;Zámecké nám.;Tovární;29474;Jeseník
11;25;27437;L;5;0;;Køiíkova;Fr. Halase;Èechova;30084;Èeské Budìjovice
11;25;474;L;5;0;;Náchodská;Èernı Most;hranice hl. m. Prahy;197;Praha 20
11;25;54029;L;5;0;;Èíovky;Gagarinova;Lidická;33182;Boskovice
11;25;26806;L;5;0;;Halasova;Vıstavní;Místecká;31014;Ostrava
11;25;9912;L;5;0;;Pod Hranicí;Jeremiášova;Nároní;209;Praha 13
11;25;323;L;1;2;I/3;;Linz (A);Praha;10;Èesko
11;25;15200;L;1;4;III/2353;;Zbiroh;Tøenice;10;Èesko
11;25;51261;L;7;0;;;I/37 Pardubice;Bøezhrad;32194;Hradec Králové
11;25;54091;L;1;4;III/26847;;Novı Bor;Sloup v Èechách;137;Èeská Lípa
11;25;24353;L;5;0;;Praská;5. kvìtna;Libušská;10;Èesko
11;25;27725;L;5;0;;Seifertova;Opletalova;Hlavní;31012;Ústí nad Labem
11;25;9226;L;1;3;II/290;;Jilemnice;Frıdlant;86;Libereckı kraj
11;25;312;L;5;0;;Janáèkovo nábøeí;Hoøejší nábøeí;Most legií;31010;Hl. m. Praha
11;25;40610;L;5;0;;U Pramene;Kryblická;Maxima Gorkého;33003;Trutnov
11;25;53870;L;5;0;;nám. 5. kvìtna;Stankovského;Sedláèkova;29644;Èelákovice
11;25;27557;L;5;0;;Papírenská;A. Krejèího;B. Nìmcové;30084;Èeské Budìjovice
11;25;49160;L;1;4;III/15250;;Moravskı Krumlov;Polánka;34295;Moravskı Krumlov
11;25;44698;L;7;0;;;I/38 Kosmonosy;D10 Turnov;32282;Kosmonosy
11;25;20123;L;5;0;;Vojanova;Brnìnská;Mošnerova;28507;Olomouc
11;25;44456;L;7;0;;;D7 Praha;I/61 Buštìhrad;29101;Makotøasy
11;25;53742;L;5;0;;Tøešòová;Masarykova;Revoluèní;32005;Krupka
11;25;50776;L;7;0;;;I/13 Chomutov;Most-prùmyslová zóna;31964;Most
11;25;42256;L;5;0;;Kabelíkova;elatovská;Dvoøákova;28648;Pøerov
11;25;51098;L;7;0;;;Zbraslav;I/4 Praha;233;Praha-Zbraslav
11;25;36776;L;1;4;III/03532;;Mikuleè;Svitavy;148;Svitavy
11;25;43741;L;7;0;;;D3 Èeské Budìjovice;I/3 Kamennı Újezd;30124;Kamennı Újezd
11;25;47940;L;1;4;III/26224;;Benešov nad Plouènicí;Dobrná;130;Dìèín
11;25;42142;L;5;0;;Na Hrázi;Bulharská;Mlınská;33852;Prostìjov
11;25;373;L;1;2;I/54;;Brno;Nové Mesto nad Váhom (SK);10;Èesko
11;25;51176;L;7;0;;;Chlaponice;I/20 Písek;30533;Drhovle
11;25;15015;L;5;0;;Pujmanové;V rovinách;Na høebenech II;213;Praha 4
11;25;47671;L;1;4;III/29037;;Luèany nad Nisou;Horní Maxov;31638;Luèany nad Nisou
11;25;48149;L;1;4;III/32553;;Slemeno;Hostinné;145;Trutnov
11;25;15214;L;1;4;III/1141;;Osek;Záluí;102;Beroun
11;25;42862;L;5;0;;Rybova;nemocnice;Sokolovská;28563;Opava
11;25;45611;L;7;0;;;Louny-vıchod;D7 Praha;31887;Chlumèany
11;25;52971;L;5;0;;U Závor;Byškovická;Na Vısluní;29345;Neratovice
11;25;48967;L;1;4;III/2985;;Staré Hradištì;Døíteè;147;Pardubice
11;25;43377;L;7;0;;;D1 Praha;II/602 Devìt Køíù;33309;Domašov
11;25;44526;L;7;0;;;II/247 Lukavec;D8 Praha;31790;Lukavec
